怪物ID,模型id,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,等待时间,等待时间,移动速度,施放技能间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,功能参数,默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑
10003087,31599,default,50007,触龙邪神,0,0,0,160,0,9,24526,2452,490520,0,700,700,700,700,700,1500,700,1500,10,15,0,0,1,1500,0,0,4002,0,0,0,1,0,0,0,0,闯天关3boss,4,3,0,default,30000,3000,0,5,0,0,0,0,0,0,0,49,0,0,default,0,default,0,0,0,0,0,0,0
10003088,31153,default,50001,荒漠霸主,0,0,0,86,0,10,21508,2150,430168,0,900,900,900,900,900,1900,900,1900,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关4boss,4,4,0,default,30000,3000,0,0,0,0,0,0,0,0,0,43,0,0,default,0,default,0,0,0,0,0,0,0
10003089,31042,default,50008,血炼猪魔,0,0,0,160,0,10,26760,2676,535206,0,1000,1000,1000,1000,1100,2300,1100,2300,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关5boss,4,5,0,default,30000,3000,0,0,0,0,0,0,0,0,0,53,0,0,default,0,default,0,0,0,0,0,0,0
10003090,31096,default,50001,沃玛教主,0,0,0,135,0,10,47307,4730,946140,0,1000,1000,1000,1000,1300,2700,1300,2700,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关6boss,4,6,0,default,30000,3000,0,0,0,0,0,0,0,0,0,94,0,0,default,0,default,0,0,0,0,0,0,0
10003091,31091,default,50001,祖玛教主,0,0,0,135,0,10,40804,4080,816081,0,1000,1000,1000,1000,1500,3100,1500,3100,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关7boss,4,7,0,default,30000,3000,0,0,0,0,0,0,0,0,0,81,0,0,default,0,default,0,0,0,0,0,0,0
10003092,31066,default,50002,赤月老魔,0,0,0,137,0,9,50107,5010,1002159,0,1000,1000,1000,1000,1700,3500,1700,3500,10,15,0,0,1,1500,0,0,4002,0,0,0,1,0,0,0,0,闯天关8boss,4,8,0,default,30000,3000,0,5,0,0,0,0,0,0,0,100,0,0,default,0,default,0,0,0,0,0,0,0
10003093,31123,default,50011,牛魔王,0,0,0,170,0,10,87665,8766,1753303,0,1000,1000,1000,1000,1900,3900,1900,3900,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关9boss,4,9,0,default,30000,3000,0,0,0,0,0,0,0,0,0,175,0,0,default,0,default,0,0,0,0,0,0,0
10003094,31071,default,50012,骨魔教主,0,0,0,135,0,10,74987,7498,1499747,0,1000,1000,1000,1000,2100,4300,2100,4300,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关10boss,4,10,0,default,30000,3000,0,0,0,0,0,0,0,0,0,149,0,0,default,0,default,0,0,0,0,0,0,0
10003095,31102,default,50013,冰封狮王,0,0,0,160,0,10,91469,9146,1829396,0,1000,1000,1000,1000,2300,4700,2300,4700,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关11boss,4,11,0,default,30000,3000,0,0,0,0,0,0,0,0,0,182,0,0,default,0,default,0,0,0,0,0,0,0
10003096,31083,default,50004,冰宫祭祀,0,0,0,136,0,10,159162,15916,3183243,0,1000,1000,1000,1000,2500,5100,2500,5100,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关12boss,4,12,0,default,30000,3000,0,0,0,0,0,0,0,0,0,318,0,0,default,0,default,0,0,0,0,0,0,0
10003097,31084,default,50005,冰封魔王,0,0,0,180,0,10,135545,13554,2710906,0,1000,1000,1000,1000,2700,5500,2700,5500,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关13boss,4,13,0,default,30000,3000,0,0,0,0,0,0,0,0,0,271,0,0,default,0,default,0,0,0,0,0,0,0
10003098,31077,default,50001,幽灵教主,0,0,0,101,0,10,164744,16474,3294897,0,1000,1000,1000,1000,2900,5900,2900,5900,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关14boss,4,14,0,default,30000,3000,0,0,0,0,0,0,0,0,0,329,0,0,default,0,default,0,0,0,0,0,0,0
10003099,31546,default,50022,蛮荒巨兽,0,0,0,160,0,10,285823,28582,5716466,0,444,444,417,417,3100,6300,3100,6300,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关15boss,4,15,0,default,30000,3000,0,0,0,0,0,0,0,0,0,571,0,0,default,0,default,0,0,0,0,0,0,0
10003100,31412,default,50016,火龙王,0,0,0,130,0,9,242827,24282,4856546,0,569,569,534,534,3300,6700,3300,6700,10,15,0,0,1,1500,0,0,4002,0,0,0,1,0,0,0,0,闯天关16boss,4,16,0,default,30000,3000,0,6,0,0,0,0,0,0,0,485,0,0,default,0,default,0,0,0,0,0,0,0
10003101,31115,default,50017,九尾妖狐,0,0,0,130,0,10,294556,29455,5891120,0,794,794,745,745,3500,7100,3500,7100,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关17boss,4,17,0,default,30000,3000,0,0,0,0,0,0,0,0,0,589,0,0,default,0,default,0,0,0,0,0,0,0
10003102,20012,default,50018,至尊帝皇,0,0,0,130,0,10,510211,51021,10204226,0,387,387,363,363,3700,7500,3700,7500,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关18boss,4,18,0,default,30000,3000,0,0,0,0,0,0,0,0,0,1020,0,0,default,0,default,0,60016,70013,0,0,0,0
10003103,31566,default,50019,巫妖王,0,0,0,130,0,10,432883,43288,8657679,0,637,637,598,598,3900,7900,3900,7900,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关19boss,4,19,0,default,30000,3000,0,0,0,0,0,0,0,0,0,865,0,0,default,0,default,0,0,0,0,0,0,0
10003104,31567,default,50020,深海巨魔,0,0,0,130,0,10,524524,52452,10490491,0,974,974,914,914,4100,8300,4100,8300,10,15,0,0,1,1500,0,0,4002,0,0,0,1,0,0,0,0,闯天关20boss,4,20,0,default,30000,3000,0,4,0,0,0,0,0,0,0,1049,0,0,default,0,default,0,0,0,0,0,0,0
10003105,31568,default,50021,深海幽龙王,0,0,0,130,0,9,907728,90772,18154563,0,33,33,31,31,4300,8700,4300,8700,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关20boss,4,20,0,default,30000,3000,0,0,0,0,0,0,0,0,0,1815,0,0,default,0,default,0,0,0,0,0,0,0
10003106,31110,default,50022,嗜魔神,0,0,0,130,0,10,769580,76958,15391616,0,974,974,914,914,4500,9100,4500,9100,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关22boss,4,22,0,default,30000,3000,0,0,0,0,0,0,0,0,0,1539,0,0,default,0,default,0,0,0,0,0,0,0
10003107,31134,default,50023,幽冥至尊,0,0,0,130,0,10,931927,93192,18638557,0,1180,1180,1108,1108,4700,9500,4700,9500,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关23boss,4,23,0,default,30000,3000,0,0,0,0,0,0,0,0,0,1863,0,0,default,0,default,0,0,0,0,0,0,0
10003108,31547,default,50024,冰火帝王,0,0,0,130,0,10,1611953,161195,32239076,0,1412,1412,1326,1326,4900,9900,4900,9900,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关24boss,4,24,0,default,30000,3000,0,0,0,0,0,0,0,0,0,3223,0,0,default,0,default,0,0,0,0,0,0,0
10003109,31587,default,50025,魔龙飞蛾,0,0,0,130,0,10,1487500,148750,29750000,0,794,794,745,745,6055,12111,6055,12111,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关25boss,4,25,0,default,30000,3000,0,0,0,0,0,0,0,0,0,3675,0,0,default,0,default,0,0,0,0,0,0,0
10003110,31588,default,50026,魔龙力士,0,0,0,130,0,10,1837500,183750,36750000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关26boss,4,26,0,default,30000,3000,0,0,0,0,0,0,0,0,0,7370,0,0,default,0,default,0,0,0,0,0,0,0
10003111,31589,default,50027,魔龙战将,0,0,0,130,0,10,3685000,368500,73700000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关27boss,4,27,0,default,30000,3000,0,0,0,0,0,0,0,0,0,7370,0,0,default,0,default,0,0,0,0,0,0,0
10003112,31590,default,50028,魔龙教主,0,0,0,130,0,10,3451000,345100,69020000,0,1412,1412,1326,1326,10708,21417,10708,21417,10,15,0,0,1,1500,0,0,4002,0,3,15,1,0,0,0,0,闯天关28boss,4,28,0,default,30000,3000,0,0,0,0,0,0,0,0,0,6902,0,0,default,0,default,0,0,0,0,0,0,0
#材料副本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001001,31524,default,50001,跳跳蜂,0,0,0,50,0,10,38700,3000,12900,0,4,4,4,4,80,161,80,161,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验1,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7001002,31045,default,50001,剧毒蜈蚣,0,0,0,51,0,10,40260,3080,13420,0,4,4,4,4,88,178,88,178,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验1,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7001003,31552,default,50001,蠕虫,0,0,0,52,0,10,41820,3160,13940,0,4,4,4,4,97,196,97,196,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验1,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7002001,31024,default,50001,小盔甲虫,0,0,0,53,0,10,775,172,5000,0,6,6,6,6,40,100,40,100,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-羽毛,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7002002,31026,default,50001,沙漠苍狼,0,0,0,54,0,10,1100,220,5000,0,11,11,10,10,40,100,40,100,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-羽毛,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7002003,31030,default,50001,沙漠鹰,0,0,0,55,0,10,2000,400,7000,0,16,16,15,15,40,100,40,100,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-羽毛,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7002004,31310,default,50001,穿山甲,0,0,0,56,0,10,2000,400,7000,0,16,16,15,15,40,100,40,100,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-羽毛,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7003001,31031,default,50001,红野猪,0,0,0,57,0,10,2180,436,43600,0,17,17,16,16,502,1004,502,1004,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-护盾,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7003002,31553,default,50001,蛇蝎,0,0,0,58,0,10,2360,472,47200,0,18,18,17,17,553,1107,553,1107,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-护盾,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7003003,31549,default,50001,墓穴恶蛆,0,0,0,59,0,10,55000,4400,22000,0,11,11,10,10,178,357,178,357,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-护盾,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7004001,31025,default,50001,暗黑战士,0,0,0,60,0,10,64000,5120,25600,0,12,12,11,11,178,357,178,357,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验2,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7004002,31086,default,50001,沃玛守卫,0,0,0,61,0,10,73000,5840,29200,0,13,13,12,12,178,357,178,357,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验2,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7004003,31100,default,50001,火焰沃玛,0,0,0,62,0,10,937,196,18750,0,8,8,8,8,191,384,191,384,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-经验2,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7005001,31087,default,50001,祖玛卫士,0,0,0,63,0,10,1002,205,20050,0,9,9,8,8,218,438,218,438,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-龙心,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7005002,31505,default,50001,巨鼠,0,0,0,64,0,10,1067,215,21350,0,10,10,9,9,245,492,245,492,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-龙心,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7005003,31534,default,50001,祖玛战士,0,0,0,65,0,10,1190,238,23800,0,11,11,10,10,278,557,278,557,10,15,0,0,1,1500,0,0,4001,0,3,15,0,0,0,0,0,材料副本-龙心,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
7006001,42007,default,50001,矿石,0,0,0,65,0,10,1190,238,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,4005,0,3,15,1,0,0,0,0,矿区,4,0,0,collection,20000,0,0,5,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,5000,0,0
7006002,20020,default,50006,盗矿者,0,0,0,70,0,0,8138,813,117300,0,29,29,27,27,278,557,278,557,10,15,0,0,1,2500,0,0,4004,60001,3,9,0,0,0,0,0,矿区,4,0,0,default,20000,3000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,60023,0,0,0,0,0
7006003,10020,default,50006,盗矿者,0,0,0,70,0,0,8456,845,117670,0,29,29,27,27,278,557,278,557,10,15,0,0,1,2500,0,0,4004,60001,3,9,0,0,0,0,0,矿区,4,0,0,default,20000,3000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,50023,0,0,0,0,0
7006004,20021,default,50006,盗矿者,0,0,0,70,0,0,8456,845,118040,0,30,30,28,28,278,557,278,557,10,15,0,0,1,2500,0,0,4004,60001,3,9,0,0,0,0,0,矿区,4,0,0,default,20000,3000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,60024,0,0,0,0,0
7006005,10021,default,50006,盗矿者,0,0,0,70,0,0,8774,877,117670,0,29,29,27,27,278,557,278,557,10,15,0,0,1,2500,0,0,4004,60001,3,9,0,0,0,0,0,矿区,4,0,0,default,20000,3000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,50024,0,0,0,0,0
11001001,31511,default,50001,超级瑞兽,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,50001,3,15,1,0,0,0,0,活动,4,0,0,default,20000,3000,0,0,0,0,0,0,1300,1,1,1182,0,0,default,0,default,50001,0,0,0,0,1,0
11001002,31546,default,50001,魔王,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,20015,3,15,1,0,0,0,0,精英阁BOSS,4,0,0,default,20000,3000,0,0,0,0,0,0,1286,1,1,1182,0,0,default,0,default,20012,0,0,0,0,0,0
11001003,31511,default,50001,庆典瑞兽,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,51001,3,15,1,0,0,0,0,庆典活动,4,0,0,default,20000,3000,0,0,0,0,0,0,1300,1,1,1182,0,0,default,0,default,50003,0,0,0,0,1,0
11001004,31042,default,50001,禁地魔王,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,50004,3,15,1,0,0,0,0,合服活动,4,0,0,default,20000,3000,0,0,0,0,0,0,1300,1,1,1182,0,0,default,0,default,50004,0,0,0,0,1,0
11001005,31084,default,50001,无相魔君,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,50006,3,15,1,0,0,0,0,合服活动,4,0,0,default,20000,3000,0,0,0,0,0,0,1300,1,1,1182,0,0,default,0,default,50006,0,0,0,0,1,0
11001006,31110,default,50001,逆魔王,0,0,0,120,0,10,490975,98195,11820000,0,718,718,674,674,3237,6475,3237,6475,10,15,0,0,2,1300,0,0,4002,50005,3,15,1,0,0,0,0,合服活动,4,0,0,default,20000,3000,0,0,0,0,0,0,1300,1,1,1182,0,0,default,0,default,50005,0,0,0,0,1,0
#神威魔域,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002001,31087,default,50001,祖玛卫士,0,0,0,50,0,6,321,89,6430,0,1,1,1,1,26,53,26,53,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第1层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002002,31085,default,50001,祖玛弓箭手,0,0,0,51,0,6,343,93,6860,0,1,1,1,1,28,57,28,57,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第1层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002003,31097,default,50001,锲蛾,0,0,0,52,0,6,429,110,8580,0,1,1,1,1,34,70,34,70,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第1层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002004,31534,default,50001,祖玛战士,0,0,0,53,0,6,429,110,8580,0,1,1,1,1,34,70,34,70,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第1层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002005,31060,default,50001,黑鄂蜘蛛,0,0,0,54,0,6,450,115,9010,0,2,2,2,2,36,73,36,73,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第2层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002006,31050,default,50001,月魔,0,0,0,55,0,6,541,132,10820,0,6,6,6,6,124,249,124,249,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第2层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002007,31061,default,50001,天狼蜘蛛,0,0,0,56,0,6,567,136,11340,0,6,6,6,6,137,276,137,276,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第2层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002008,31063,default,50001,双头血魔,0,0,0,57,0,6,567,136,11340,0,6,6,6,6,137,276,137,276,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第2层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002009,31118,default,50001,牛魔战士,0,0,0,58,0,6,671,154,13420,0,8,8,8,8,191,384,191,384,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第3层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002010,31117,default,50001,牛魔勇士,0,0,0,59,0,6,697,158,13940,0,9,9,8,8,205,411,205,411,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第3层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002011,31121,default,50001,牛魔法老,0,0,0,60,0,6,807,176,16150,0,14,14,13,13,374,748,374,748,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第3层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002012,31120,default,50001,牛魔祭司,0,0,0,61,0,6,807,176,16150,0,14,14,13,13,374,748,374,748,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第3层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002013,31243,default,50001,骨灵,0,0,0,62,0,6,840,181,16800,0,13,13,12,12,355,710,355,710,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第4层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002014,31509,default,50001,白骨锤兵,0,0,0,63,0,6,970,200,19400,0,17,17,16,16,502,1004,502,1004,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第4层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002015,31105,default,50001,白骨队长,0,0,0,64,0,6,1002,205,20050,0,16,16,15,15,476,953,476,953,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第4层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002016,31108,default,50001,烈焰亲卫,0,0,0,65,0,6,1002,205,20050,0,16,16,15,15,476,953,476,953,10,15,1000,1500,1,2500,0,0,4001,0,3,6,0,0,0,0,0,神威魔狱第4层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002017,31082,default,50001,冰宫巡逻兵,0,0,0,66,0,8,1190,238,23800,0,22,22,21,21,707,1415,707,1415,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第5层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002018,31078,default,50001,冰宫卫士,0,0,0,67,0,8,1280,256,25600,0,22,22,21,21,707,1415,707,1415,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第5层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002019,31122,default,50001,冰宫狼人,0,0,0,68,0,8,1640,328,32800,0,29,29,27,27,1038,2077,1038,2077,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第5层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002020,31079,default,50001,冰宫勇士,0,0,0,69,0,8,1640,328,32800,0,29,29,27,27,1038,2077,1038,2077,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第5层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002021,31073,default,50001,幽灵枪兵,0,0,0,70,0,8,1730,346,34600,0,30,30,28,28,1121,2242,1121,2242,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第6层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002022,31072,default,50001,幽灵盗贼,0,0,0,71,0,8,2090,418,41800,0,32,32,30,30,1287,2574,1287,2574,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第6层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002023,31075,default,50001,幽灵,0,0,0,72,0,8,2180,436,43600,0,33,33,31,31,1328,2657,1328,2657,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第6层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002024,31595,default,50001,幽灵骑士,0,0,0,73,0,8,2180,436,43600,0,33,33,31,31,1328,2657,1328,2657,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第6层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002025,31541,default,50001,魔龙斧兵,0,0,0,74,0,8,2540,508,50800,0,35,35,33,33,1503,3007,1503,3007,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第7层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002026,31589,default,50001,魔龙战将,0,0,0,75,0,8,2630,526,52600,0,35,35,33,33,1503,3007,1503,3007,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第7层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002027,31545,default,50001,魔龙刀兵,0,0,0,76,0,8,3001,600,60020,0,39,39,37,37,1807,3615,1807,3615,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第7层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
11002028,31322,default,50001,魔龙弓箭手,0,0,0,77,0,8,3001,600,60020,0,39,39,37,37,1807,3615,1807,3615,10,15,1000,1500,1,2500,0,0,4001,0,3,8,0,0,0,0,0,神威魔狱第7层,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
