id,等级,技能类型,名字,图标,消耗贡献度,增加属性类型,增加属性值,战士血量,战士魔法量,法师血量,法师魔法量,道士血量,道士魔法量,开启所需技能ID
,,,,,,,,,,,,,,
int,int,int,string,string,int,int[],int[],int,int,int,int,int,int,int
70052,52,7,生命,sm,45000,0,0,1413,0,423,0,777,0,0
70053,53,7,生命,sm,45000,0,0,1441,0,432,0,792,0,0
70054,54,7,生命,sm,45000,0,0,1468,0,440,0,807,0,0
70055,55,7,生命,sm,45000,0,0,1496,0,448,0,822,0,0
70056,56,7,生命,sm,45000,0,0,1524,0,457,0,838,0,0
70057,57,7,生命,sm,45000,0,0,1552,0,465,0,853,0,0
70058,58,7,生命,sm,45000,0,0,1580,0,474,0,869,0,0
70059,59,7,生命,sm,45000,0,0,1608,0,482,0,884,0,0
70060,60,7,生命,sm,45000,0,0,1636,0,490,0,899,0,0
70061,61,7,生命,sm,50000,0,0,1663,0,498,0,914,0,0
70062,62,7,生命,sm,50000,0,0,1691,0,507,0,930,0,0
70063,63,7,生命,sm,50000,0,0,1719,0,515,0,945,0,0
70064,64,7,生命,sm,50000,0,0,1747,0,524,0,960,0,0
70065,65,7,生命,sm,50000,0,0,1775,0,532,0,976,0,0
70066,66,7,生命,sm,50000,0,0,1803,0,540,0,991,0,0
70067,67,7,生命,sm,50000,0,0,1831,0,549,0,1007,0,0
70068,68,7,生命,sm,50000,0,0,1858,0,557,0,1021,0,0
70069,69,7,生命,sm,50000,0,0,1886,0,565,0,1037,0,0
70070,70,7,生命,sm,50000,0,0,1914,0,574,0,1052,0,0
70071,71,7,生命,sm,55000,0,0,1942,0,582,0,1068,0,0
70072,72,7,生命,sm,55000,0,0,1970,0,591,0,1083,0,0
70073,73,7,生命,sm,55000,0,0,1998,0,599,0,1098,0,0
70074,74,7,生命,sm,55000,0,0,2025,0,607,0,1113,0,0
70075,75,7,生命,sm,55000,0,0,2053,0,615,0,1129,0,0
70076,76,7,生命,sm,55000,0,0,2081,0,624,0,1144,0,0
70077,77,7,生命,sm,55000,0,0,2109,0,632,0,1159,0,0
70078,78,7,生命,sm,55000,0,0,2137,0,641,0,1175,0,0
70079,79,7,生命,sm,55000,0,0,2165,0,649,0,1190,0,0
70080,80,7,生命,sm,55000,0,0,2193,0,657,0,1206,0,0
70081,81,7,生命,sm,60000,0,0,2220,0,666,0,1221,0,0
70082,82,7,生命,sm,60000,0,0,2248,0,674,0,1236,0,0
70083,83,7,生命,sm,60000,0,0,2276,0,682,0,1251,0,0
70084,84,7,生命,sm,60000,0,0,2304,0,691,0,1267,0,0
70085,85,7,生命,sm,60000,0,0,2332,0,699,0,1282,0,0
70086,86,7,生命,sm,60000,0,0,2360,0,708,0,1298,0,0
70087,87,7,生命,sm,60000,0,0,2387,0,716,0,1312,0,0
70088,88,7,生命,sm,60000,0,0,2415,0,724,0,1328,0,0
70089,89,7,生命,sm,60000,0,0,2443,0,732,0,1343,0,0
70090,90,7,生命,sm,60000,0,0,2471,0,741,0,1359,0,0
70091,91,7,生命,sm,65000,0,0,2499,0,749,0,1374,0,0
70092,92,7,生命,sm,65000,0,0,2527,0,758,0,1389,0,0
70093,93,7,生命,sm,65000,0,0,2555,0,766,0,1405,0,0
70094,94,7,生命,sm,65000,0,0,2582,0,774,0,1420,0,0
70095,95,7,生命,sm,65000,0,0,2610,0,783,0,1435,0,0
70096,96,7,生命,sm,65000,0,0,2638,0,791,0,1450,0,0
70097,97,7,生命,sm,65000,0,0,2666,0,799,0,1466,0,0
70098,98,7,生命,sm,65000,0,0,2694,0,808,0,1481,0,0
70099,99,7,生命,sm,65000,0,0,2722,0,816,0,1497,0,0
70100,100,7,生命,sm,65000,0,0,2750,0,825,0,1512,0,0
80001,1,8,魔法,mf,20000,0,0,0,7,0,12,0,24,70030
80002,2,8,魔法,mf,20000,0,0,0,9,0,16,0,31,0
80003,3,8,魔法,mf,20000,0,0,0,12,0,21,0,42,0
80004,4,8,魔法,mf,20000,0,0,0,17,0,30,0,59,0
80005,5,8,魔法,mf,20000,0,0,0,23,0,41,0,80,0
80006,6,8,魔法,mf,20000,0,0,0,29,0,52,0,101,0
80007,7,8,魔法,mf,20000,0,0,0,35,0,63,0,122,0
80008,8,8,魔法,mf,20000,0,0,0,42,0,75,0,147,0
80009,9,8,魔法,mf,20000,0,0,0,48,0,86,0,168,0
80010,10,8,魔法,mf,20000,0,0,0,54,0,97,0,189,0
80011,11,8,魔法,mf,25000,0,0,0,60,0,108,0,210,0
80012,12,8,魔法,mf,25000,0,0,0,66,0,118,0,231,0
80013,13,8,魔法,mf,25000,0,0,0,73,0,131,0,255,0
80014,14,8,魔法,mf,25000,0,0,0,79,0,142,0,276,0
80015,15,8,魔法,mf,25000,0,0,0,85,0,153,0,297,0
80016,16,8,魔法,mf,25000,0,0,0,91,0,163,0,318,0
80017,17,8,魔法,mf,25000,0,0,0,98,0,176,0,343,0
80018,18,8,魔法,mf,25000,0,0,0,104,0,187,0,364,0
80019,19,8,魔法,mf,25000,0,0,0,110,0,198,0,385,0
80020,20,8,魔法,mf,25000,0,0,0,116,0,208,0,406,0
80021,21,8,魔法,mf,30000,0,0,0,123,0,221,0,430,0
80022,22,8,魔法,mf,30000,0,0,0,129,0,232,0,451,0
80023,23,8,魔法,mf,30000,0,0,0,135,0,243,0,472,0
80024,24,8,魔法,mf,30000,0,0,0,141,0,253,0,493,0
80025,25,8,魔法,mf,30000,0,0,0,147,0,264,0,514,0
80026,26,8,魔法,mf,30000,0,0,0,154,0,277,0,539,0
80027,27,8,魔法,mf,30000,0,0,0,160,0,288,0,560,0
80028,28,8,魔法,mf,30000,0,0,0,166,0,298,0,581,0
80029,29,8,魔法,mf,30000,0,0,0,172,0,309,0,602,0
80030,30,8,魔法,mf,30000,0,0,0,179,0,322,0,626,0
80031,31,8,魔法,mf,35000,0,0,0,185,0,333,0,647,0
80032,32,8,魔法,mf,35000,0,0,0,191,0,343,0,668,0
80033,33,8,魔法,mf,35000,0,0,0,197,0,354,0,689,0
80034,34,8,魔法,mf,35000,0,0,0,203,0,365,0,710,0
80035,35,8,魔法,mf,35000,0,0,0,210,0,378,0,735,0
80036,36,8,魔法,mf,35000,0,0,0,216,0,388,0,756,0
80037,37,8,魔法,mf,35000,0,0,0,222,0,399,0,777,0
80038,38,8,魔法,mf,35000,0,0,0,228,0,410,0,798,0
80039,39,8,魔法,mf,35000,0,0,0,235,0,423,0,822,0
80040,40,8,魔法,mf,35000,0,0,0,241,0,433,0,843,0
80041,41,8,魔法,mf,40000,0,0,0,247,0,444,0,864,0
80042,42,8,魔法,mf,40000,0,0,0,253,0,455,0,885,0
80043,43,8,魔法,mf,40000,0,0,0,260,0,468,0,910,0
80044,44,8,魔法,mf,40000,0,0,0,266,0,478,0,931,0
80045,45,8,魔法,mf,40000,0,0,0,272,0,489,0,952,0
80046,46,8,魔法,mf,40000,0,0,0,278,0,500,0,973,0
80047,47,8,魔法,mf,40000,0,0,0,284,0,511,0,994,0
80048,48,8,魔法,mf,40000,0,0,0,291,0,523,0,1018,0
80049,49,8,魔法,mf,40000,0,0,0,297,0,534,0,1039,0
80050,50,8,魔法,mf,40000,0,0,0,303,0,545,0,1060,0
80051,51,8,魔法,mf,45000,0,0,0,309,0,556,0,1081,0
80052,52,8,魔法,mf,45000,0,0,0,316,0,568,0,1106,0
80053,53,8,魔法,mf,45000,0,0,0,322,0,579,0,1127,0
80054,54,8,魔法,mf,45000,0,0,0,328,0,590,0,1148,0
80055,55,8,魔法,mf,45000,0,0,0,334,0,601,0,1169,0
80056,56,8,魔法,mf,45000,0,0,0,340,0,612,0,1190,0
80057,57,8,魔法,mf,45000,0,0,0,347,0,624,0,1214,0
80058,58,8,魔法,mf,45000,0,0,0,353,0,635,0,1235,0
80059,59,8,魔法,mf,45000,0,0,0,359,0,646,0,1256,0
80060,60,8,魔法,mf,45000,0,0,0,365,0,657,0,1277,0
80061,61,8,魔法,mf,50000,0,0,0,372,0,669,0,1302,0
80062,62,8,魔法,mf,50000,0,0,0,378,0,680,0,1323,0
80063,63,8,魔法,mf,50000,0,0,0,384,0,691,0,1344,0
80064,64,8,魔法,mf,50000,0,0,0,390,0,702,0,1365,0
80065,65,8,魔法,mf,50000,0,0,0,397,0,714,0,1389,0
80066,66,8,魔法,mf,50000,0,0,0,403,0,725,0,1410,0
80067,67,8,魔法,mf,50000,0,0,0,409,0,736,0,1431,0
80068,68,8,魔法,mf,50000,0,0,0,415,0,747,0,1452,0
80069,69,8,魔法,mf,50000,0,0,0,421,0,757,0,1473,0
80070,70,8,魔法,mf,50000,0,0,0,428,0,770,0,1498,0
80071,71,8,魔法,mf,55000,0,0,0,434,0,781,0,1519,0
80072,72,8,魔法,mf,55000,0,0,0,440,0,792,0,1540,0
80073,73,8,魔法,mf,55000,0,0,0,446,0,802,0,1561,0
80074,74,8,魔法,mf,55000,0,0,0,453,0,815,0,1585,0
80075,75,8,魔法,mf,55000,0,0,0,459,0,826,0,1606,0
80076,76,8,魔法,mf,55000,0,0,0,465,0,837,0,1627,0
80077,77,8,魔法,mf,55000,0,0,0,471,0,847,0,1648,0
80078,78,8,魔法,mf,55000,0,0,0,477,0,858,0,1669,0
80079,79,8,魔法,mf,55000,0,0,0,484,0,871,0,1694,0
80080,80,8,魔法,mf,55000,0,0,0,490,0,882,0,1715,0
80081,81,8,魔法,mf,60000,0,0,0,496,0,892,0,1736,0
80082,82,8,魔法,mf,60000,0,0,0,502,0,903,0,1757,0
80083,83,8,魔法,mf,60000,0,0,0,509,0,916,0,1781,0
80084,84,8,魔法,mf,60000,0,0,0,515,0,927,0,1802,0
80085,85,8,魔法,mf,60000,0,0,0,521,0,937,0,1823,0
80086,86,8,魔法,mf,60000,0,0,0,527,0,948,0,1844,0
80087,87,8,魔法,mf,60000,0,0,0,534,0,961,0,1869,0
80088,88,8,魔法,mf,60000,0,0,0,540,0,972,0,1890,0
80089,89,8,魔法,mf,60000,0,0,0,546,0,982,0,1911,0
80090,90,8,魔法,mf,60000,0,0,0,552,0,993,0,1932,0
80091,91,8,魔法,mf,65000,0,0,0,558,0,1004,0,1953,0
80092,92,8,魔法,mf,65000,0,0,0,565,0,1017,0,1977,0
80093,93,8,魔法,mf,65000,0,0,0,571,0,1027,0,1998,0
80094,94,8,魔法,mf,65000,0,0,0,577,0,1038,0,2019,0
80095,95,8,魔法,mf,65000,0,0,0,583,0,1049,0,2040,0
80096,96,8,魔法,mf,65000,0,0,0,590,0,1062,0,2065,0
80097,97,8,魔法,mf,65000,0,0,0,596,0,1072,0,2086,0
80098,98,8,魔法,mf,65000,0,0,0,602,0,1083,0,2107,0
80099,99,8,魔法,mf,65000,0,0,0,608,0,1094,0,2128,0
80100,100,8,魔法,mf,65000,0,0,0,615,0,1107,0,2152,0
90001,1,9,神圣攻击,ssgj,200000,1019,5,0,0,0,0,0,0,80030
90002,2,9,神圣攻击,ssgj,200000,1019,6,0,0,0,0,0,0,0
90003,3,9,神圣攻击,ssgj,200000,1019,8,0,0,0,0,0,0,0
90004,4,9,神圣攻击,ssgj,200000,1019,12,0,0,0,0,0,0,0
90005,5,9,神圣攻击,ssgj,200000,1019,16,0,0,0,0,0,0,0
90006,6,9,神圣攻击,ssgj,200000,1019,20,0,0,0,0,0,0,0
90007,7,9,神圣攻击,ssgj,200000,1019,25,0,0,0,0,0,0,0
90008,8,9,神圣攻击,ssgj,200000,1019,29,0,0,0,0,0,0,0
90009,9,9,神圣攻击,ssgj,200000,1019,33,0,0,0,0,0,0,0
90010,10,9,神圣攻击,ssgj,200000,1019,38,0,0,0,0,0,0,0
90011,11,9,神圣攻击,ssgj,250000,1019,42,0,0,0,0,0,0,0
90012,12,9,神圣攻击,ssgj,250000,1019,47,0,0,0,0,0,0,0
90013,13,9,神圣攻击,ssgj,250000,1019,51,0,0,0,0,0,0,0
90014,14,9,神圣攻击,ssgj,250000,1019,55,0,0,0,0,0,0,0
90015,15,9,神圣攻击,ssgj,250000,1019,60,0,0,0,0,0,0,0
90016,16,9,神圣攻击,ssgj,250000,1019,64,0,0,0,0,0,0,0
90017,17,9,神圣攻击,ssgj,250000,1019,69,0,0,0,0,0,0,0
90018,18,9,神圣攻击,ssgj,250000,1019,73,0,0,0,0,0,0,0
90019,19,9,神圣攻击,ssgj,250000,1019,77,0,0,0,0,0,0,0
90020,20,9,神圣攻击,ssgj,250000,1019,82,0,0,0,0,0,0,0
90021,21,9,神圣攻击,ssgj,300000,1019,86,0,0,0,0,0,0,0
90022,22,9,神圣攻击,ssgj,300000,1019,90,0,0,0,0,0,0,0
90023,23,9,神圣攻击,ssgj,300000,1019,95,0,0,0,0,0,0,0
90024,24,9,神圣攻击,ssgj,300000,1019,99,0,0,0,0,0,0,0
90025,25,9,神圣攻击,ssgj,300000,1019,104,0,0,0,0,0,0,0
90026,26,9,神圣攻击,ssgj,300000,1019,108,0,0,0,0,0,0,0
90027,27,9,神圣攻击,ssgj,300000,1019,112,0,0,0,0,0,0,0
90028,28,9,神圣攻击,ssgj,300000,1019,117,0,0,0,0,0,0,0
90029,29,9,神圣攻击,ssgj,300000,1019,121,0,0,0,0,0,0,0
90030,30,9,神圣攻击,ssgj,300000,1019,126,0,0,0,0,0,0,0
90031,31,9,神圣攻击,ssgj,350000,1019,130,0,0,0,0,0,0,0
90032,32,9,神圣攻击,ssgj,350000,1019,134,0,0,0,0,0,0,0
90033,33,9,神圣攻击,ssgj,350000,1019,139,0,0,0,0,0,0,0
90034,34,9,神圣攻击,ssgj,350000,1019,143,0,0,0,0,0,0,0
90035,35,9,神圣攻击,ssgj,350000,1019,147,0,0,0,0,0,0,0
90036,36,9,神圣攻击,ssgj,350000,1019,152,0,0,0,0,0,0,0
90037,37,9,神圣攻击,ssgj,350000,1019,156,0,0,0,0,0,0,0
90038,38,9,神圣攻击,ssgj,350000,1019,161,0,0,0,0,0,0,0
90039,39,9,神圣攻击,ssgj,350000,1019,165,0,0,0,0,0,0,0
90040,40,9,神圣攻击,ssgj,350000,1019,169,0,0,0,0,0,0,0
90041,41,9,神圣攻击,ssgj,400000,1019,174,0,0,0,0,0,0,0
90042,42,9,神圣攻击,ssgj,400000,1019,178,0,0,0,0,0,0,0
90043,43,9,神圣攻击,ssgj,400000,1019,183,0,0,0,0,0,0,0
90044,44,9,神圣攻击,ssgj,400000,1019,187,0,0,0,0,0,0,0
90045,45,9,神圣攻击,ssgj,400000,1019,191,0,0,0,0,0,0,0
90046,46,9,神圣攻击,ssgj,400000,1019,196,0,0,0,0,0,0,0
90047,47,9,神圣攻击,ssgj,400000,1019,200,0,0,0,0,0,0,0
90048,48,9,神圣攻击,ssgj,400000,1019,204,0,0,0,0,0,0,0
90049,49,9,神圣攻击,ssgj,400000,1019,209,0,0,0,0,0,0,0
90050,50,9,神圣攻击,ssgj,400000,1019,213,0,0,0,0,0,0,0
90051,51,9,神圣攻击,ssgj,450000,1019,218,0,0,0,0,0,0,0
90052,52,9,神圣攻击,ssgj,450000,1019,222,0,0,0,0,0,0,0
90053,53,9,神圣攻击,ssgj,450000,1019,226,0,0,0,0,0,0,0
90054,54,9,神圣攻击,ssgj,450000,1019,231,0,0,0,0,0,0,0
90055,55,9,神圣攻击,ssgj,450000,1019,235,0,0,0,0,0,0,0
90056,56,9,神圣攻击,ssgj,450000,1019,240,0,0,0,0,0,0,0
90057,57,9,神圣攻击,ssgj,450000,1019,244,0,0,0,0,0,0,0
90058,58,9,神圣攻击,ssgj,450000,1019,248,0,0,0,0,0,0,0
90059,59,9,神圣攻击,ssgj,450000,1019,253,0,0,0,0,0,0,0
90060,60,9,神圣攻击,ssgj,450000,1019,257,0,0,0,0,0,0,0
90061,61,9,神圣攻击,ssgj,500000,1019,261,0,0,0,0,0,0,0
90062,62,9,神圣攻击,ssgj,500000,1019,266,0,0,0,0,0,0,0
90063,63,9,神圣攻击,ssgj,500000,1019,270,0,0,0,0,0,0,0
90064,64,9,神圣攻击,ssgj,500000,1019,275,0,0,0,0,0,0,0
90065,65,9,神圣攻击,ssgj,500000,1019,279,0,0,0,0,0,0,0
90066,66,9,神圣攻击,ssgj,500000,1019,283,0,0,0,0,0,0,0
90067,67,9,神圣攻击,ssgj,500000,1019,288,0,0,0,0,0,0,0
90068,68,9,神圣攻击,ssgj,500000,1019,292,0,0,0,0,0,0,0
90069,69,9,神圣攻击,ssgj,500000,1019,297,0,0,0,0,0,0,0
90070,70,9,神圣攻击,ssgj,500000,1019,301,0,0,0,0,0,0,0
90071,71,9,神圣攻击,ssgj,550000,1019,305,0,0,0,0,0,0,0
90072,72,9,神圣攻击,ssgj,550000,1019,310,0,0,0,0,0,0,0
90073,73,9,神圣攻击,ssgj,550000,1019,314,0,0,0,0,0,0,0
90074,74,9,神圣攻击,ssgj,550000,1019,318,0,0,0,0,0,0,0
90075,75,9,神圣攻击,ssgj,550000,1019,323,0,0,0,0,0,0,0
90076,76,9,神圣攻击,ssgj,550000,1019,327,0,0,0,0,0,0,0
90077,77,9,神圣攻击,ssgj,550000,1019,332,0,0,0,0,0,0,0
90078,78,9,神圣攻击,ssgj,550000,1019,336,0,0,0,0,0,0,0
90079,79,9,神圣攻击,ssgj,550000,1019,340,0,0,0,0,0,0,0
90080,80,9,神圣攻击,ssgj,550000,1019,345,0,0,0,0,0,0,0
90081,81,9,神圣攻击,ssgj,600000,1019,349,0,0,0,0,0,0,0
90082,82,9,神圣攻击,ssgj,600000,1019,354,0,0,0,0,0,0,0
90083,83,9,神圣攻击,ssgj,600000,1019,358,0,0,0,0,0,0,0
90084,84,9,神圣攻击,ssgj,600000,1019,362,0,0,0,0,0,0,0
90085,85,9,神圣攻击,ssgj,600000,1019,367,0,0,0,0,0,0,0
90086,86,9,神圣攻击,ssgj,600000,1019,371,0,0,0,0,0,0,0
90087,87,9,神圣攻击,ssgj,600000,1019,375,0,0,0,0,0,0,0
90088,88,9,神圣攻击,ssgj,600000,1019,380,0,0,0,0,0,0,0
90089,89,9,神圣攻击,ssgj,600000,1019,384,0,0,0,0,0,0,0
90090,90,9,神圣攻击,ssgj,600000,1019,389,0,0,0,0,0,0,0
90091,91,9,神圣攻击,ssgj,650000,1019,393,0,0,0,0,0,0,0
90092,92,9,神圣攻击,ssgj,650000,1019,397,0,0,0,0,0,0,0
90093,93,9,神圣攻击,ssgj,650000,1019,402,0,0,0,0,0,0,0
90094,94,9,神圣攻击,ssgj,650000,1019,406,0,0,0,0,0,0,0
90095,95,9,神圣攻击,ssgj,650000,1019,411,0,0,0,0,0,0,0
90096,96,9,神圣攻击,ssgj,650000,1019,415,0,0,0,0,0,0,0
90097,97,9,神圣攻击,ssgj,650000,1019,419,0,0,0,0,0,0,0
90098,98,9,神圣攻击,ssgj,650000,1019,424,0,0,0,0,0,0,0
90099,99,9,神圣攻击,ssgj,650000,1019,428,0,0,0,0,0,0,0
90100,100,9,神圣攻击,ssgj,650000,1019,433,0,0,0,0,0,0,0
100001,1,10,韧性,rx,200000,115,5,0,0,0,0,0,0,90030
100002,2,10,韧性,rx,200000,115,10,0,0,0,0,0,0,0
100003,3,10,韧性,rx,200000,115,15,0,0,0,0,0,0,0
100004,4,10,韧性,rx,200000,115,20,0,0,0,0,0,0,0
100005,5,10,韧性,rx,200000,115,25,0,0,0,0,0,0,0
100006,6,10,韧性,rx,200000,115,30,0,0,0,0,0,0,0
100007,7,10,韧性,rx,200000,115,35,0,0,0,0,0,0,0
100008,8,10,韧性,rx,200000,115,40,0,0,0,0,0,0,0
100009,9,10,韧性,rx,200000,115,45,0,0,0,0,0,0,0
100010,10,10,韧性,rx,200000,115,50,0,0,0,0,0,0,0
100011,11,10,韧性,rx,250000,115,55,0,0,0,0,0,0,0
100012,12,10,韧性,rx,250000,115,60,0,0,0,0,0,0,0
100013,13,10,韧性,rx,250000,115,65,0,0,0,0,0,0,0
100014,14,10,韧性,rx,250000,115,70,0,0,0,0,0,0,0
100015,15,10,韧性,rx,250000,115,75,0,0,0,0,0,0,0
100016,16,10,韧性,rx,250000,115,80,0,0,0,0,0,0,0
100017,17,10,韧性,rx,250000,115,85,0,0,0,0,0,0,0
100018,18,10,韧性,rx,250000,115,90,0,0,0,0,0,0,0
100019,19,10,韧性,rx,250000,115,95,0,0,0,0,0,0,0
100020,20,10,韧性,rx,250000,115,100,0,0,0,0,0,0,0
100021,21,10,韧性,rx,300000,115,105,0,0,0,0,0,0,0
100022,22,10,韧性,rx,300000,115,110,0,0,0,0,0,0,0
100023,23,10,韧性,rx,300000,115,115,0,0,0,0,0,0,0
100024,24,10,韧性,rx,300000,115,120,0,0,0,0,0,0,0
100025,25,10,韧性,rx,300000,115,125,0,0,0,0,0,0,0
100026,26,10,韧性,rx,300000,115,130,0,0,0,0,0,0,0
100027,27,10,韧性,rx,300000,115,135,0,0,0,0,0,0,0
100028,28,10,韧性,rx,300000,115,140,0,0,0,0,0,0,0
100029,29,10,韧性,rx,300000,115,145,0,0,0,0,0,0,0
100030,30,10,韧性,rx,300000,115,150,0,0,0,0,0,0,0
100031,31,10,韧性,rx,350000,115,155,0,0,0,0,0,0,0
100032,32,10,韧性,rx,350000,115,160,0,0,0,0,0,0,0
100033,33,10,韧性,rx,350000,115,165,0,0,0,0,0,0,0
100034,34,10,韧性,rx,350000,115,170,0,0,0,0,0,0,0
100035,35,10,韧性,rx,350000,115,175,0,0,0,0,0,0,0
100036,36,10,韧性,rx,350000,115,180,0,0,0,0,0,0,0
100037,37,10,韧性,rx,350000,115,185,0,0,0,0,0,0,0
100038,38,10,韧性,rx,350000,115,190,0,0,0,0,0,0,0
100039,39,10,韧性,rx,350000,115,195,0,0,0,0,0,0,0
100040,40,10,韧性,rx,350000,115,200,0,0,0,0,0,0,0
100041,41,10,韧性,rx,400000,115,205,0,0,0,0,0,0,0
100042,42,10,韧性,rx,400000,115,210,0,0,0,0,0,0,0
100043,43,10,韧性,rx,400000,115,215,0,0,0,0,0,0,0
100044,44,10,韧性,rx,400000,115,220,0,0,0,0,0,0,0
100045,45,10,韧性,rx,400000,115,225,0,0,0,0,0,0,0
100046,46,10,韧性,rx,400000,115,230,0,0,0,0,0,0,0
100047,47,10,韧性,rx,400000,115,235,0,0,0,0,0,0,0
100048,48,10,韧性,rx,400000,115,240,0,0,0,0,0,0,0
100049,49,10,韧性,rx,400000,115,245,0,0,0,0,0,0,0
100050,50,10,韧性,rx,400000,115,250,0,0,0,0,0,0,0
100051,51,10,韧性,rx,450000,115,255,0,0,0,0,0,0,0
100052,52,10,韧性,rx,450000,115,260,0,0,0,0,0,0,0
100053,53,10,韧性,rx,450000,115,265,0,0,0,0,0,0,0
100054,54,10,韧性,rx,450000,115,270,0,0,0,0,0,0,0
100055,55,10,韧性,rx,450000,115,275,0,0,0,0,0,0,0
100056,56,10,韧性,rx,450000,115,280,0,0,0,0,0,0,0
100057,57,10,韧性,rx,450000,115,285,0,0,0,0,0,0,0
100058,58,10,韧性,rx,450000,115,290,0,0,0,0,0,0,0
100059,59,10,韧性,rx,450000,115,295,0,0,0,0,0,0,0
100060,60,10,韧性,rx,450000,115,300,0,0,0,0,0,0,0
100061,61,10,韧性,rx,500000,115,305,0,0,0,0,0,0,0
100062,62,10,韧性,rx,500000,115,310,0,0,0,0,0,0,0
100063,63,10,韧性,rx,500000,115,315,0,0,0,0,0,0,0
100064,64,10,韧性,rx,500000,115,320,0,0,0,0,0,0,0
100065,65,10,韧性,rx,500000,115,325,0,0,0,0,0,0,0
100066,66,10,韧性,rx,500000,115,330,0,0,0,0,0,0,0
100067,67,10,韧性,rx,500000,115,335,0,0,0,0,0,0,0
100068,68,10,韧性,rx,500000,115,340,0,0,0,0,0,0,0
100069,69,10,韧性,rx,500000,115,345,0,0,0,0,0,0,0
100070,70,10,韧性,rx,500000,115,350,0,0,0,0,0,0,0
100071,71,10,韧性,rx,550000,115,355,0,0,0,0,0,0,0
100072,72,10,韧性,rx,550000,115,360,0,0,0,0,0,0,0
100073,73,10,韧性,rx,550000,115,365,0,0,0,0,0,0,0
100074,74,10,韧性,rx,550000,115,370,0,0,0,0,0,0,0
100075,75,10,韧性,rx,550000,115,375,0,0,0,0,0,0,0
100076,76,10,韧性,rx,550000,115,380,0,0,0,0,0,0,0
100077,77,10,韧性,rx,550000,115,385,0,0,0,0,0,0,0
100078,78,10,韧性,rx,550000,115,390,0,0,0,0,0,0,0
100079,79,10,韧性,rx,550000,115,395,0,0,0,0,0,0,0
100080,80,10,韧性,rx,550000,115,400,0,0,0,0,0,0,0
100081,81,10,韧性,rx,600000,115,405,0,0,0,0,0,0,0
100082,82,10,韧性,rx,600000,115,410,0,0,0,0,0,0,0
100083,83,10,韧性,rx,600000,115,415,0,0,0,0,0,0,0
100084,84,10,韧性,rx,600000,115,420,0,0,0,0,0,0,0
100085,85,10,韧性,rx,600000,115,425,0,0,0,0,0,0,0
100086,86,10,韧性,rx,600000,115,430,0,0,0,0,0,0,0
100087,87,10,韧性,rx,600000,115,435,0,0,0,0,0,0,0
100088,88,10,韧性,rx,600000,115,440,0,0,0,0,0,0,0
100089,89,10,韧性,rx,600000,115,445,0,0,0,0,0,0,0
100090,90,10,韧性,rx,600000,115,450,0,0,0,0,0,0,0
100091,91,10,韧性,rx,650000,115,455,0,0,0,0,0,0,0
100092,92,10,韧性,rx,650000,115,460,0,0,0,0,0,0,0
100093,93,10,韧性,rx,650000,115,465,0,0,0,0,0,0,0
100094,94,10,韧性,rx,650000,115,470,0,0,0,0,0,0,0
100095,95,10,韧性,rx,650000,115,475,0,0,0,0,0,0,0
100096,96,10,韧性,rx,650000,115,480,0,0,0,0,0,0,0
100097,97,10,韧性,rx,650000,115,485,0,0,0,0,0,0,0
100098,98,10,韧性,rx,650000,115,490,0,0,0,0,0,0,0
100099,99,10,韧性,rx,650000,115,495,0,0,0,0,0,0,0
100100,100,10,韧性,rx,650000,115,500,0,0,0,0,0,0,0
110001,1,11,暴击伤害,bjsh,200000,1015,8,0,0,0,0,0,0,100030
110002,2,11,暴击伤害,bjsh,200000,1015,10,0,0,0,0,0,0,0
110003,3,11,暴击伤害,bjsh,200000,1015,13,0,0,0,0,0,0,0
110004,4,11,暴击伤害,bjsh,200000,1015,18,0,0,0,0,0,0,0
110005,5,11,暴击伤害,bjsh,200000,1015,25,0,0,0,0,0,0,0
110006,6,11,暴击伤害,bjsh,200000,1015,32,0,0,0,0,0,0,0
110007,7,11,暴击伤害,bjsh,200000,1015,38,0,0,0,0,0,0,0
110008,8,11,暴击伤害,bjsh,200000,1015,45,0,0,0,0,0,0,0
110009,9,11,暴击伤害,bjsh,200000,1015,52,0,0,0,0,0,0,0
110010,10,11,暴击伤害,bjsh,200000,1015,59,0,0,0,0,0,0,0
110011,11,11,暴击伤害,bjsh,250000,1015,65,0,0,0,0,0,0,0
110012,12,11,暴击伤害,bjsh,250000,1015,72,0,0,0,0,0,0,0
110013,13,11,暴击伤害,bjsh,250000,1015,79,0,0,0,0,0,0,0
110014,14,11,暴击伤害,bjsh,250000,1015,85,0,0,0,0,0,0,0
110015,15,11,暴击伤害,bjsh,250000,1015,92,0,0,0,0,0,0,0
110016,16,11,暴击伤害,bjsh,250000,1015,99,0,0,0,0,0,0,0
110017,17,11,暴击伤害,bjsh,250000,1015,106,0,0,0,0,0,0,0
110018,18,11,暴击伤害,bjsh,250000,1015,112,0,0,0,0,0,0,0
110019,19,11,暴击伤害,bjsh,250000,1015,119,0,0,0,0,0,0,0
110020,20,11,暴击伤害,bjsh,250000,1015,126,0,0,0,0,0,0,0
110021,21,11,暴击伤害,bjsh,300000,1015,133,0,0,0,0,0,0,0
110022,22,11,暴击伤害,bjsh,300000,1015,139,0,0,0,0,0,0,0
110023,23,11,暴击伤害,bjsh,300000,1015,146,0,0,0,0,0,0,0
